sample,Hash,nReads
WB_Al_6_Jul_A_r5,3422854289a635783d2ce13201a339e2aa3b5946,8
WB_Al_6_Jul_A_r5,17e22eb4a3bfa166e98b9217e96fc403f5dc2099,29
WB_Al_6_Jul_A_r5,52c668145022b7b668e383bcb11fa630ab2aa2e4,8
WB_Al_6_Jul_A_r5,65bdc3cb44e105c334a2b11829551b205bb0ac26,9
WB_Al_6_Jul_A_r5,77bdf39167ea91b04a63e2a9551d8b699b99e8b5,7
WB_Al_6_Jul_A_r5,99134e469873875819e2102c2f6a4e12d098a353,103
WB_Al_6_Jul_A_r5,14b8f77104540bc35cc28fd5dba7f45711011215,54
WB_Al_6_Jul_A_r5,b7fee932ea898ed01720e762fdf445a222ca171e,31
WB_Al_6_Jul_A_r5,7c78e4a9f559bec9980d05cb10b281577b4386e0,5
WB_Al_6_Jul_A_r5,360d99bf5985624f9cb15fb04e8e75286347d9bf,16
WB_Al_6_Jul_A_r5,e7b276cedec0423be2d93ba68dd42dfff24237b3,2
WB_Al_6_Jul_A_r5,4a23329722678d0f9b19d2612e014d769d519830,4
WB_Al_6_Jul_A_r5,5482fe11a47950339e5f911b5be5db46783950fb,5
WB_Al_6_Jul_A_r5,55d437f05ed44b0591315e7a579a80c2c92c98e1,15
WB_Al_6_Jul_A_r5,9456c84f369ac377507b9c2b94b013c69dbd70c0,23
WB_Al_6_Jul_A_r5,4386e27e8d3f105e320b7f624b466c68748ddf67,13
WB_Al_6_Jul_A_r5,a32821b222d5ac3890feeedde5aabfda855cdafb,8
WB_Al_6_Jul_A_r5,00a96cd417a311b842da75ca0da0c601d3864d52,8
WB_Al_6_Jul_A_r5,b33ef0c69b7b722cf5c9fcfbf4d94eff3321f830,5
WB_Al_6_Jul_A_r5,af16bf2f97c583b1ded277f88daace8aa697e979,8
WB_Al_6_Jul_A_r5,558c4ed7999d9c70f2de6b1a6f4fb61a0e111420,3
WB_Al_6_Jul_A_r5,bb8c0ff1c2329d06c969ffe845ffaa1e2d3afecd,10
WB_Al_6_Jul_A_r5,4dbc6dad8127b8587e9cbd6a15e0c1839a95c806,22
WB_Al_6_Jul_A_r5,064518924c7c6bde044603b1cca2b5ab4ecdb5d2,3
WB_Al_6_Jul_A_r5,8d784d2a1815a1bd0de69167da1cce8e1fbc4df0,16
WB_Al_6_Jul_A_r5,60e9ff2f44c38cae4bdf8a33c0d7779ae9442548,9
WB_Al_6_Jul_A_r5,8f902bd8713b270b85fc03bc4ac1ec45c3f900f0,2
WB_Al_6_Jul_A_r5,8bce4baeed2f0d600864c80fd935a49af0e35de1,7
WB_Al_6_Jul_A_r5,9b291a42c1e3ac8149382bee1bec8b4b965f9767,2
WB_Al_6_Jul_A_r5,897202d45582663dd80070513621036db9f0db53,3
WB_Al_6_Jul_A_r5,8bf1e29a01197e0a4d47efe35a42fd412f6ebb44,8
WB_Al_6_Jul_A_r5,95e35a85e6360f997fe6085e11a9d77565a31692,40
WB_Al_6_Jul_A_r5,4b46ecc66d6be8b0ffc0e68cfa88b8c8efa13b09,29
WB_Al_6_Jul_A_r5,8e126c5923c468f36d45160dd3be31cf83211923,13
WB_Al_6_Jul_A_r5,5bb0aae00da1f4c57b1a8e0bdb26f45bfd07c752,19
WB_Al_6_Jul_A_r5,92dac1385e5489188adb33370c1afcd8b0f4bd41,6
WB_Al_6_Jul_A_r5,f8369a552f325816430945aa3dfd9a5d8673d539,16
WB_Al_6_Jul_A_r5,3bff4da3cb08b7d2499d3917ae3eaadf3a4d5f4d,10
WB_Al_6_Jul_A_r5,cac234be1ac15d6440823969502ab6321b2e06c1,6
WB_Al_6_Jul_A_r5,287e41d41982bbd1e24ee488c589e063f89e8a71,2
WB_Al_6_Jul_A_r5,32163f3fdc4014e08b0f991a778ca1c42b4fc384,3
WB_Al_6_Jul_A_r5,35d274206c6d0441355bf951a4eb150af3cdb708,37
WB_Al_6_Jul_A_r5,3b9f3d431091ef2c8de27c2e6d73516479bbe52d,10
WB_Al_6_Jul_A_r5,62bb17a800b81bcefb039f8fe4809b0e86c70795,6
WB_Al_6_Jul_A_r5,9fe7b38e0195e58b9834e2cc04cc58008a21de2f,4
WB_Al_6_Jul_A_r5,ea89854d7dbb2abf4d41c6d3d6648456d12ed407,5
WB_Al_6_Jul_A_r5,3f80d467e04992f65860a8c4182cce721fa42b88,5
WB_Al_6_Jul_A_r5,04ff7622ae14c3992fb329af70bf1feef0187867,4
WB_Al_6_Jul_A_r5,216c3a89fd9c79c5bfd71d900d9bdf5acad6caf2,6
WB_Al_6_Jul_A_r5,942de546d173eb54faeba0d805c15e4402a7558e,5
WB_Al_6_Jul_A_r5,525ffc1e7f2409bd8221d3075f3cabeab8903a8d,2
WB_Al_6_Jul_A_r5,a43fdb052dec9dc8f9aec611f95fe627a366bd85,6
WB_Al_6_Jul_B_r5,894db39f7f4dd05d5ab0cbdf6683aa400ac920d0,15728
WB_Al_6_Jul_B_r5,11a112ced1c85e620f6d97d82281a1bb58614e67,13550
WB_Al_6_Jul_B_r5,8a1c9da427aa6f155aaa44acd2708f79db93e1d1,180
WB_Al_6_Jul_B_r5,8da6a90264f11ade3077e3ec214bc9995e17e14c,4965
WB_Al_6_Jul_B_r5,9b0928a35810bec774d796ca4c32d06bea5b3a46,146
WB_Al_6_Jul_B_r5,3716ec47a8a97109791958586e9248bd6dbf10d2,8488
WB_Al_6_Jul_B_r5,b3b7552ad4cb087f2533f45f05c840503002203e,1193
WB_Al_6_Jul_B_r5,c54bc989c316d1c02e3e8bf6e807f5a7d7541b60,76
WB_Al_6_Jul_B_r5,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,3053
WB_Al_6_Jul_B_r5,7c13ffc1243cf5f3d36480e6b95a526b999103f9,1097
WB_Al_6_Jul_B_r5,70e24320d41fbcf7da684cebc8bdf7eb8caf0335,5623
WB_Al_6_Jul_B_r5,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,19
WB_Al_6_Jul_B_r5,2ba6706da1f0fcfede84c62acca90178c7ccd7ed,141
WB_Al_6_Jul_B_r5,e99d1668c1d0134c149b205d148ef407abb3e995,181
WB_Al_6_Jul_B_r5,e294b257e9eaf219586d0deec990b0d66720bb9b,361
WB_Al_6_Jul_B_r5,13842b7854ec05c35db9bfad812ee23be9c22d80,1246
WB_Al_6_Jul_B_r5,4eae67104bcd193e0cff6b53ca99775b98a314e2,116
WB_Al_6_Jul_B_r5,3c49432fd565e4279cf4b706a8e33dffcdc9fcfe,271
WB_Al_6_Jul_B_r5,a99ccdce24e398a1aec4052e91c1893296cd0084,5172
WB_Al_6_Jul_B_r5,5f8d6605b9eae686bee41b1fd005cdfd79f9336f,146
WB_Al_6_Jul_B_r5,0b8ff0c1fa32b248eebeb30d112ea7a57afbd9f1,1113
WB_Al_6_Jul_B_r5,88b563cf35ade6b35cbbc4f40830fda9d7d6a1c9,27
WB_Al_6_Jul_B_r5,dfd790f9b862e6415cbc236cc53b855a976f1714,67
WB_Al_6_Jul_B_r5,ecedaa3a6ff7757ee381d2cfe14652819c9e843f,3
WB_Al_6_Jul_B_r5,ea5d4731b60baeec6fb097844ee87a92f197afba,1158
WB_Al_6_Jul_B_r5,9bd13002513c4da41d33f5b4719c0a4a8e383a7f,856
WB_Al_6_Jul_B_r5,3e967b2cb1139cdab2f062fe0005898007a2d247,31
WB_Al_6_Jul_B_r5,0a88e47d221edaf8a24dda341e821ae8617647ee,259
WB_Al_6_Jul_B_r5,36f64414cf81ede383f28900c20f07e07b8bb887,318
WB_Al_6_Jul_B_r5,9dad58c80a1a5d319d7cefb487d0d17d0ce7be46,654
WB_Al_6_Jul_B_r5,3db64d9555a5461037307c2ce8496733496ed607,522
WB_Al_6_Jul_B_r5,6f98e637735b187cd156c79b8f022a0bc63d5fc5,306
WB_Al_6_Jul_B_r5,c28ce27322da7fd49c29c22b7ea443e51f1c5983,150
WB_Al_6_Jul_B_r5,cc6c0e21b0f40cd1dd870e423846f471abe35965,101
WB_Al_6_Jul_B_r5,70ea3fe9dd4ffe179962aacf8e13b507af0187ee,516
WB_Al_6_Jul_B_r5,51cb5da5a0256192175a120c157b2c48d69c55a6,230
WB_Al_6_Jul_B_r5,69574d05362ce02e1ba5067abec4a45cab1a34c8,21
WB_Al_6_Jul_B_r5,946bf75ea8b905bee551ff7aa3eb7e3158de3358,139
WB_Al_6_Jul_B_r5,077f22783e0965d1e1cb0e248abe4ccd7c0d3358,200
WB_Al_6_Jul_B_r5,22985bb95973ab18e11d0db025661c7fd0a6e8c8,141
WB_Al_6_Jul_B_r5,08b97b5b0b19576d8744fd5e9517aaebde3550b2,559
WB_Al_6_Jul_B_r5,5f673e55aaa0f0f91edc96ab6b33ad600179bf17,173
WB_Al_6_Jul_B_r5,9607d1f948b1606e8a2ad407338bc09645d41fcd,172
WB_Al_6_Jul_B_r5,c34240c56b9621bd6156b9cb5ff3af5a0c23c545,44
WB_Al_6_Jul_B_r5,2f5723a58d69dbcde6737abcbcb6e2a3d0455382,58
WB_Al_6_Jul_B_r5,fc7a18a80f85bea935be82441f33bb7d4804c7ca,55
WB_Al_6_Jul_B_r5,d3e25adf5575bcaccf20fd52278eeb30671915e8,167
WB_Al_6_Jul_B_r5,2fc353b8faed2f71abf42fb77c0692c1d9404d0d,81
WB_Al_6_Jul_B_r5,ecbcc3bd709776326a720729ad74c020c160aa3a,60
WB_Al_6_Jul_B_r5,b3f286744e37fc801b77c2b7f9dba836e165945c,197
WB_Al_6_Jul_B_r5,bdbe960e4273c14243ea32eebc40ba40fa6a2824,85
WB_Al_6_Jul_B_r5,cdd0ff1b140839a248d9ed7ebc77ff7e2211374f,228
WB_Al_6_Jul_B_r5,86d6faac0dd509d2237dfc49a1315d0011373618,195
WB_Al_6_Jul_B_r5,aea61daae30d61728a2a6084c70a811ca28c96bc,47
WB_Al_6_Jul_B_r5,fe268fa1663384ff17332db9468aa5a2d274dd64,1276
WB_Al_6_Jul_B_r5,3ce2c50b73f45134a47b2ada58f3641e2c0762f4,393
WB_Al_6_Jul_B_r5,2ed5db0d2a9c3f0391bff96c2767e13278d96544,117
WB_Al_6_Jul_B_r5,1a4e9be1ebf8b217145db79a8506e20dad3d6368,8
WB_Al_6_Jul_B_r5,222ba4cdb0149297f2e3405212065a7e079d76b1,8
WB_Al_6_Jul_B_r5,f3089e76405aa565aa1af0df7f2926dfb3c402eb,31
WB_Al_6_Jul_B_r5,12a75d6223c4f7a8dc385c2f10bb1210204c2fa5,197
WB_Al_6_Jul_B_r5,ae3eb63414d8c1bb606efb9cb03881f29fd8027b,16
WB_Al_6_Jul_B_r5,de47b73c7ba916243c257d99872d0d56c99fafb7,12
WB_Al_6_Jul_B_r5,1c22ea8f147aef723fdd44b69e0ec480603a3073,179
WB_Al_6_Jul_B_r5,ca4642472cc6e3d842d01e5a32d32e7f22dd3130,185
WB_Al_6_Jul_B_r5,9dc779740fced3ff983817462e5d844064214724,194
WB_Al_6_Jul_B_r5,2a869f4b60a082209edcb586598ce8e6e620c704,74
WB_Al_6_Jul_B_r5,f27da41c5e1f933ac24bd0f7f9620b3d521ad5ab,17
WB_Al_6_Jul_B_r5,5270ae4d54cb533628e2fd037551b4820b84eee6,120
WB_Al_6_Jul_B_r5,abafaceb25426f21ea26ee3fb9b94325c9e88909,96
WB_Al_6_Jul_B_r5,267c14223052f6ed4eb4679c52deaaf5db6ddf0f,32
WB_Al_6_Jul_B_r5,8b8bd78c1ca9f3a23e5b7dcad27a9bde5a517cfa,66
WB_Al_6_Jul_B_r5,72d6d2e8316337f8beaf623ca78f0d1db5006f36,8
WB_Al_6_Jul_B_r5,cc6628a83ef1e3ca716a18ea09fdbc43a8d9c7ae,66
WB_Al_6_Jul_B_r5,6a8f50bd71d8ba11aa37a397a46d05001e69a63d,57
WB_Al_6_Jul_B_r5,8a4a88c4342cbdd703e147bbd7878a51fa0b603a,18
WB_Al_6_Jul_B_r5,34cdf55b1b94725a122f2926508a29ed60aea543,170
WB_Al_6_Jul_B_r5,a0e6aa5df3855c10681a595eec89dd5599373417,101
WB_Al_6_Jul_B_r5,fb2571b6586835549a423f92eaa635b99f9d9bac,37
WB_Al_6_Jul_B_r5,98eddbd1218f13364c779e949d28c3585e72490f,107
WB_Al_6_Jul_B_r5,958532ccf919ce9e84bb8e1c7ab9e9933514a8ef,79
WB_Al_6_Jul_B_r5,5ae1341da7ed3b29f88201563c85b12b0112a65a,72
WB_Al_6_Jul_B_r5,a657a74943e66f7a7bd2576906fa35c32cc03ef4,7
WB_Al_6_Jul_B_r5,90dead224d0412af94cf4d561a632b37b25eb653,92
WB_Al_6_Jul_B_r5,6f5ed88c9707471f595d22de6ecd5589d931bc4b,33
WB_Al_6_Jul_B_r5,7bb9a2005c9cb37888b0847a0e9636e34c1de988,68
WB_Al_6_Jul_B_r5,0176d888a6053f2b3b29dbcd07163adb672e16d8,87
WB_Al_6_Jul_B_r5,8e5a609efaddaef88d77152bfe534f9cf15d1dc3,82
WB_Al_6_Jul_B_r5,97f36d14a9e4f7759ee7c6212aee8f6855de0dfb,36
WB_Al_6_Jul_B_r5,c553eade50dd328177bee6efb8cbbf8aab8d4263,84
WB_Al_6_Jul_B_r5,ae86fd278c46d1854805f6bf3e5684311624475f,76
WB_Al_6_Jul_B_r5,29a69200b82ebe89aa08a708c06f767acd778488,5
WB_Al_6_Jul_B_r5,02bd2cfe30c4ae7e3f68bee1852d0595d3105823,19
WB_Al_6_Jul_B_r5,aafd8d5e8dd231a557ef1bc006efa9680d21bcee,522
WB_Al_6_Jul_B_r5,3d1145ee1cd9deecea59a0bb48df511999e1eb98,44
WB_Al_6_Jul_B_r5,27684d61ce7c0848c27e83869b13848dd7cc4175,21
WB_Al_6_Jul_B_r5,8b14c99c54c6fe72b9527c3ea4a00791d84ce0fc,517
WB_Al_6_Jul_B_r5,9a72b4c962fd33fbd7b30cd93b342d95b3c7401e,483
WB_Al_6_Jul_B_r5,873908e952c383394940460d81669338ffe9c36b,10
WB_Al_6_Jul_B_r5,c5cbf370a4a5071e8fcff0863048524a4f0c1698,29
WB_Al_6_Jul_B_r5,98fa7c1a92b57ffddc9c0d4817de73c54b998716,23
WB_Al_6_Jul_B_r5,752798f4fceff8d8371fa983ecfc44206a93e887,19
WB_Al_6_Jul_B_r5,51131291a7120e8ca5090c7d9beccf84adeb9463,35
WB_Al_6_Jul_B_r5,7a25c30c198710ce436fb710b169be1458e67870,45
WB_Al_6_Jul_B_r5,a7e31feb1368a1662b6801004f879657645eb179,7
WB_Al_6_Jul_B_r5,584f87694c3dad90c1d941a54431894b6a6fe3ac,124
WB_Al_6_Jul_B_r5,4be3f27802b16d717d93867b0f7d1b10710b04ff,7
WB_Al_6_Jul_B_r5,145c4923e5223dc15525841460a8dac2090eb874,24
WB_Al_6_Jul_B_r5,7fd431db382c2bacf4c7fd2e04dee9c45f4ca40d,107
WB_Al_6_Jul_B_r5,5b77411aa473d783feea0427b5458742f56dc819,50
WB_Al_6_Jul_B_r5,27b26ee3a43a2690990df46a8ff97e3ecaa38a78,37
WB_Al_6_Jul_B_r5,c570985cd370737d79f5a5ead525ae07e060a05a,18
WB_Al_6_Jul_B_r5,bbe867a9051e2cfff36862da44ec6538ca1371e3,9
WB_Al_6_Jul_B_r5,b36befbb28dc10fbcbc14893f74819f934662c94,16
WB_Al_6_Jul_B_r5,95b67e673d9c40d2d3f86d4785fdef1520cd4dc8,13
WB_Al_6_Jul_B_r5,988cea4092478edb67d2cb457f23ade3f33e21c0,68
WB_Al_6_Jul_B_r5,3422854289a635783d2ce13201a339e2aa3b5946,117
WB_Al_6_Jul_B_r5,4c950cc79d419668239c6ed36f2ed92bc3c97242,7
WB_Al_6_Jul_B_r5,29b1e4d656af5084f46279bbce2d18fd324004f2,23
WB_Al_6_Jul_B_r5,17e22eb4a3bfa166e98b9217e96fc403f5dc2099,69
WB_Al_6_Jul_B_r5,65bdc3cb44e105c334a2b11829551b205bb0ac26,58
WB_Al_6_Jul_B_r5,64b81e9dec0da4bc1f584824bad979734f5782b6,26
WB_Al_6_Jul_B_r5,83215302614abb2cb43a0ecca02020217dcb4720,37
WB_Al_6_Jul_B_r5,08054fd51be0f27839fc6bad00183687483dbbce,4
WB_Al_6_Jul_B_r5,77bdf39167ea91b04a63e2a9551d8b699b99e8b5,48
WB_Al_6_Jul_B_r5,eb7826fe9c715f8b362f0ecf560aa013e309496e,8
WB_Al_6_Jul_B_r5,860ade944fb10d1b5fe9466de1872f4e9e1111a5,21
WB_Al_6_Jul_B_r5,83dc2ecf46bb9b1233f2f701945701816c62f4c0,7
WB_Al_6_Jul_B_r5,0049e31d1f1a7dff27221956e97de26867d2b934,5
WB_Al_6_Jul_B_r5,67b2f44d90d95348a5dac8d855192046ace7bd0e,51
WB_Al_6_Jul_B_r5,e78d6b1aef60b3da14a065afce95795e52f8686b,22
WB_Al_6_Jul_B_r5,14b8f77104540bc35cc28fd5dba7f45711011215,33
WB_Al_6_Jul_B_r5,b7eebc972a501f45dc75ca927257bb6f54df7023,25
WB_Al_6_Jul_B_r5,b7fee932ea898ed01720e762fdf445a222ca171e,22
WB_Al_6_Jul_B_r5,7c78e4a9f559bec9980d05cb10b281577b4386e0,31
WB_Al_6_Jul_B_r5,dac0b5ec944c3bdcb6ebee80193f0800f145098e,22
WB_Al_6_Jul_B_r5,faddf6f93d3bf5a2afc2a7b3d881603ac23314bb,16
WB_Al_6_Jul_B_r5,15cddc075c92217ef93bc66bdc48f9244414e899,9
WB_Al_6_Jul_B_r5,360d99bf5985624f9cb15fb04e8e75286347d9bf,34
WB_Al_6_Jul_B_r5,e1cae1c17ee4083ed6d280c12578fe98581c6fa6,7
WB_Al_6_Jul_B_r5,ba7e5a20ace499ffd99d10354a70153b2bdee724,14
WB_Al_6_Jul_B_r5,190f879e0511b8a73902ec596d9d837199eff8d3,13
WB_Al_6_Jul_B_r5,aa63ead2a46621f13db04b95c91e37d2f4169d50,111
WB_Al_6_Jul_B_r5,682fc5616896593ec3f5728c85d74deb9ab1be8f,7
WB_Al_6_Jul_B_r5,5482fe11a47950339e5f911b5be5db46783950fb,14
WB_Al_6_Jul_B_r5,c052e05cb5597e035f6466b509c1f4236a13ea49,13
WB_Al_6_Jul_B_r5,2c9214be618d91b6a4ab6bc1276f1dd5c3e1bc55,27
WB_Al_6_Jul_B_r5,81db4cc6b3ebd1bee5b5e35609bb4d98533b728c,38
WB_Al_6_Jul_B_r5,a32821b222d5ac3890feeedde5aabfda855cdafb,9
WB_Al_6_Jul_B_r5,2c7022b669c8702515818df9dd827087564eeaef,16
WB_Al_6_Jul_B_r5,6c6bb62e0f6f22265e9defe39bdc7ec053a0417f,5
WB_Al_6_Jul_B_r5,64ea39f82f15850a00dcfe5064857ee9926c970d,17
WB_Al_6_Jul_B_r5,00a96cd417a311b842da75ca0da0c601d3864d52,41
WB_Al_6_Jul_B_r5,ab27da7cb68e82b2fe88303b2c494b81b51ea00e,18
WB_Al_6_Jul_B_r5,889dcea988d0d24e7c0b6659fdbece626069f143,5
WB_Al_6_Jul_B_r5,b33ef0c69b7b722cf5c9fcfbf4d94eff3321f830,25
WB_Al_6_Jul_B_r5,af16bf2f97c583b1ded277f88daace8aa697e979,8
WB_Al_6_Jul_B_r5,fb022a7263747c2f39681de6d9a0da0df8887776,9
WB_Al_6_Jul_B_r5,790857df1e4a9efbdb19ce3fad4fe9341db7bcff,19
WB_Al_6_Jul_B_r5,b7d013b3ed5243b9fa252aa8024b2c51eb6fc993,24
WB_Al_6_Jul_B_r5,558c4ed7999d9c70f2de6b1a6f4fb61a0e111420,8
WB_Al_6_Jul_B_r5,5680926d6e931106c1ddb4d649e723069beef88c,9
WB_Al_6_Jul_B_r5,bb8c0ff1c2329d06c969ffe845ffaa1e2d3afecd,32
WB_Al_6_Jul_B_r5,ffb7d58bdecdb342b00fba6bc5dcc8c4c7b7c251,11
WB_Al_6_Jul_B_r5,8bddda6a88663c7425634b2883b05137d69407dd,46
WB_Al_6_Jul_B_r5,60e9ff2f44c38cae4bdf8a33c0d7779ae9442548,9
WB_Al_6_Jul_B_r5,8f9f5d954fa5f2e00a22daa3433ed43426409a42,19
WB_Al_6_Jul_B_r5,2d087224eda8552a74d7d84884e5dcf328f008ec,5
WB_Al_6_Jul_B_r5,2f8d773f7fac00d88859e67caeef5bb17a951732,14
WB_Al_6_Jul_B_r5,b75d526678e553eec552832bc32bed2e553c135a,13
WB_Al_6_Jul_B_r5,bc862656db9bb17ee842daf494b220b60830c0fa,13
WB_Al_6_Jul_B_r5,8f902bd8713b270b85fc03bc4ac1ec45c3f900f0,33
WB_Al_6_Jul_B_r5,ae4f7e0009cd13ce6e699836050a5f8e8e3c3cc7,5
WB_Al_6_Jul_B_r5,ad8f8d93734c50edce2c96ac66580612733bd60f,30
WB_Al_6_Jul_B_r5,17abf12258351b704028bcee9f9105f7d4193f73,40
WB_Al_6_Jul_B_r5,56bd629588699c60ed6c22a37bd266a01fd8de43,16
WB_Al_6_Jul_B_r5,dd460d017539835cf3bfd3496934d7ae4c297f49,27
WB_Al_6_Jul_B_r5,5a2b92455450e109d09d69c1cb74a75b744a28f3,13
WB_Al_6_Jul_B_r5,3ee9efc10fdef5ae2935ccab29dc12cb85174639,3
WB_Al_6_Jul_B_r5,d923618afe63ce6f20cc3f8421f99bfbee2963e5,22
WB_Al_6_Jul_B_r5,326307ff66e0fd20afeb11721958e655258f5f49,5
WB_Al_6_Jul_B_r5,2fdffcd7c4e6e817b369ea94d4ea3262eddb56b2,9
WB_Al_6_Jul_B_r5,9b291a42c1e3ac8149382bee1bec8b4b965f9767,31
WB_Al_6_Jul_B_r5,46ff3d3eda55c689f101e3c3f7975cfa287a3904,53
WB_Al_6_Jul_B_r5,26dfd8c01960eddf5146b3cb1ab1418d3e4e8557,7
WB_Al_6_Jul_B_r5,897202d45582663dd80070513621036db9f0db53,32
WB_Al_6_Jul_B_r5,1d2c29b2c17d1eb981c8f84320d896aa0fc0ed2b,5
WB_Al_6_Jul_B_r5,95e35a85e6360f997fe6085e11a9d77565a31692,5
WB_Al_6_Jul_B_r5,6cb355b43b8a6d5823ce7fc3fa79062f5bf538b0,6
WB_Al_6_Jul_B_r5,48c8a5917ec3c4cd9407e821dce6afd263b24c91,4
WB_Al_6_Jul_B_r5,3cfe546ff791df33de32448c6da2289d1b9902f0,6
WB_Al_6_Jul_B_r5,4c4f2f951251fcb708ddd3a616634bf367dd002c,7
WB_Al_6_Jul_B_r5,583fc495dcfc6f4bfe0aba9bd9c87f9da63375d3,3
WB_Al_6_Jul_B_r5,d8e96f4cc81d7a2c0d0dfadd854f605c4b5e22ba,14
WB_Al_6_Jul_B_r5,76ff13f94e80b0ee89f487aecde294e78c959ea6,11
WB_Al_6_Jul_B_r5,37a6e5ce6ec71635f1cf7b720baae2d5e5fb8869,24
WB_Al_6_Jul_B_r5,549ff62e86e256619e61e854e6b8fa0804292572,8
WB_Al_6_Jul_B_r5,5d508ff8ea1bae2a20f0f70a74f8f6522d10bc90,17
WB_Al_6_Jul_B_r5,30ecdd69529ecac11f32e95029b3028462dd3b1f,6
WB_Al_6_Jul_B_r5,26a0998372cfa33b500131cd9eb777a2de32f8e6,5
WB_Al_6_Jul_B_r5,3e2dbc112416f470c8e07ee5df379e5f658d9da6,5
WB_Al_6_Jul_B_r5,02e18e7fb9e9eacd888bd4874a6e8c73a5e859c3,11
WB_Al_6_Jul_B_r5,702ad8414255b3332e9b7f2b40f068fd92eb7886,21
WB_Al_6_Jul_B_r5,b8680d73f8e76c547c95030fd437249ce2a5c257,31
WB_Al_6_Jul_B_r5,9bab23644db58c585c0b160860d5f4886ec0bb1c,6
WB_Al_6_Jul_B_r5,28f6ea964a2daea1a26887c2878fad049b86a622,4
WB_Al_6_Jul_B_r5,692e434bf66263547fa9de76fdd99aa6d289abfb,11
WB_Al_6_Jul_B_r5,64ae693e92e73cf540c3c57997e699237e9fa39a,14
WB_Al_6_Jul_B_r5,f7e4c576ab7fc5b24559fa4d0656c58fadbffdb3,6
WB_Al_6_Jul_B_r5,92dac1385e5489188adb33370c1afcd8b0f4bd41,13
WB_Al_6_Jul_B_r5,68f8b28b6d112132886e180f41b6f95d1f444d56,2
WB_Al_6_Jul_B_r5,a8ba8d4e6c49c4e453fce1ae5c128182853297fb,5
WB_Al_6_Jul_B_r5,1f39c9b93061284d83954b4a8afeac6e199c75c2,13
WB_Al_6_Jul_B_r5,b553d5ed8c6f51cc5d5ab646a26a015a5631d934,4
WB_Al_6_Jul_B_r5,f8369a552f325816430945aa3dfd9a5d8673d539,28
WB_Al_6_Jul_B_r5,998808f365f9f7b4869f1c408115f742db4aa119,7
WB_Al_6_Jul_B_r5,9ab15318f310d612e65c73a342c696e5b1db5423,10
WB_Al_6_Jul_B_r5,eae2f80b67240ac45b52820882a8335f98dc3237,3
WB_Al_6_Jul_B_r5,c4d2cabc45f8051a89079b26508993f56afc4b99,2
WB_Al_6_Jul_B_r5,b7ea51c7c05e66c585dfce53d5d7b874333fb63f,36
WB_Al_6_Jul_B_r5,e8ebc17d39ad7ecdaead1b25dc5a8e4a45daa156,22
WB_Al_6_Jul_B_r5,96905f11e0ae175bca8e8b5c52e102bf6186e2ef,24
WB_Al_6_Jul_B_r5,8856d04808f61b1018151f66776181c5bfefd037,9
WB_Al_6_Jul_B_r5,fbe2c7bf93fdc88820a29ab87507d4162805c072,68
WB_Al_6_Jul_B_r5,6641384506fcd38ff7d96ff4ff3bd269e44c2fb3,10
WB_Al_6_Jul_B_r5,42ba3462a73ff616b86931da4774f2b1fdc54969,8
WB_Al_6_Jul_B_r5,64d3d163fd99ec23eddf08cdb30704dd7406a5ce,9
WB_Al_6_Jul_B_r5,3e12a0a3f7775f5cac469c563b3edaff680d9a06,24
WB_Al_6_Jul_B_r5,6b7a7a2cfa8245f75c221f4d8b0215036ad7204a,4
WB_Al_6_Jul_B_r5,bee95caad63a4196027f6041670c034c0eafdbbf,4
WB_Al_6_Jul_B_r5,45f8d9fc68445c76e1694cbe61d75cbd851c20fe,8
WB_Al_6_Jul_B_r5,96061f80b271062cf41b0e1e9b2c8a7986e5088d,14
WB_Al_6_Jul_B_r5,aca9ece0cb6b8167d624c67b02a4f12089ac524d,3
WB_Al_6_Jul_B_r5,cc4b9230f0bb904cd77d4b9a501b5c319c014da0,7
WB_Al_6_Jul_B_r5,4b741955659c76b31395f12997d9b3cf6e2b18b1,4
WB_Al_6_Jul_B_r5,33d321021f0e628bb103f0af8384904d29fe68a2,3
WB_Al_6_Jul_B_r5,3d62f7951be99bcd6e3f34169799df6c7a98a9b4,5
WB_Al_6_Jul_B_r5,5dafc7595f531bf6ee571462f6454aec59a91fb5,4
WB_Al_6_Jul_B_r5,4176d6858f2e9a38ac9d3ec475168092e7693d63,3
WB_Al_6_Jul_B_r5,64e7be80126e0ef084d82b8d8ef279f4d468f2d0,4
WB_Al_6_Jul_B_r5,2f8cf4f6d28bddc3c8664463c2c37c40978cc144,46
WB_Al_6_Jul_B_r5,1d9823bb1dc43ca7ae44700d5fb78f79d71b9a92,42
WB_Al_6_Jul_B_r5,b1a2bf734f6c8308c13d333549ea0253d44e7d11,14
WB_Al_6_Jul_B_r5,3b9f3d431091ef2c8de27c2e6d73516479bbe52d,20
WB_Al_6_Jul_B_r5,0708e559a5b73f9bcf3516115ea98b182b801229,2
WB_Al_6_Jul_B_r5,2a9f587f7ee0302b76e58e0faf7a3ac6869e5dd7,8
WB_Al_6_Jul_B_r5,21e4967bea2af4b92d1fa71908ebfa4b7fed55c2,7
WB_Al_6_Jul_B_r5,ece3464edead341b2e6348cdf4082532ed4c6076,8
WB_Al_6_Jul_B_r5,28e42dc47269ae0649eb6a359a0c846db11554e0,6
