sample,Hash,nReads
SK_Al_6_Aug_C_r5,3f6bda24107df75f7a0fa1ed93acfca7cba130e1,20
SK_Al_6_Aug_C_r5,c2a7087dfed8039f2b1831b0ed00d7ed28b07b08,24
SK_Al_6_Aug_C_r5,638f8558b03b449c0428a00e4914467e88ac5e30,15
SK_Al_6_Aug_C_r5,2e125d51068df2fac218a9b92640d42f2304e768,24
SK_Al_6_Aug_C_r5,21b84cb0738c15719b5a09af8199a643555ba545,21
SK_Al_6_Aug_C_r5,f61988f1c9f4a9f99b3295c8599325a3729c2272,20
SK_Al_6_Aug_C_r5,e52bcb6d123dc38af088c88eb3fa2dbcc4bbd381,11
SK_Al_6_Aug_C_r5,ec5d0cb133ad9f095dda588a613b2ec5b6c6acf2,13
SK_Al_6_Aug_C_r5,ed876fa6b56af3482fc62032a55988b8f739dc5b,14
SK_Al_6_Aug_C_r5,3fc3e88dd10e6afa3a83c0628f62fc0e2d060b95,8
SK_Al_6_Aug_C_r5,5827c5f59268042954b19b1230a1af49730348ce,18
SK_Al_6_Aug_C_r5,ed56ea4e53491b7f912426199d7d514d0e9235f1,10
SK_Al_6_Aug_C_r5,c6bc6d008b518bcc84ee13042469997415dc55ce,7
SK_Al_6_Aug_C_r5,32162e451e12cdf5cf3628007e99b0efa1ba946b,7
SK_Al_6_Aug_C_r5,7a0c8862ca7796d4129a4e3754d369aeb4e6f203,6
SK_Al_6_Aug_C_r5,d4af45b67c3976f1195b9befd5151b7d0d9eb1b9,6
SK_Al_6_Aug_C_r5,3b70d399b4a13e85a4c0196388dee90897bf41be,7
SK_Al_6_Aug_C_r5,589cc373d1a891185b0ea193a2eef03e881dde27,7
SK_Al_6_Aug_C_r5,81bd0e4494d86e61efeb16eedd5b03742a496457,3
SK_Al_6_Aug_C_r5,094adc8829eeb03f5f93418f7570902aa43be9f6,8
SK_Al_6_Aug_C_r5,d2f4815bd887fbd62ee30b8f3480aed2a6e8000b,2
SK_Al_6_Jul_A_r5,11a112ced1c85e620f6d97d82281a1bb58614e67,115
SK_Al_6_Jul_A_r5,8a1c9da427aa6f155aaa44acd2708f79db93e1d1,16834
SK_Al_6_Jul_A_r5,8da6a90264f11ade3077e3ec214bc9995e17e14c,124
SK_Al_6_Jul_A_r5,bc6b1aeae602820e9af67763214c3b38c6d34f7c,10648
SK_Al_6_Jul_A_r5,3716ec47a8a97109791958586e9248bd6dbf10d2,1736
SK_Al_6_Jul_A_r5,b3b7552ad4cb087f2533f45f05c840503002203e,321
SK_Al_6_Jul_A_r5,a31d4e16bf8a39f654272a1186dba2dda26ab921,183
SK_Al_6_Jul_A_r5,c54bc989c316d1c02e3e8bf6e807f5a7d7541b60,10738
SK_Al_6_Jul_A_r5,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,571
SK_Al_6_Jul_A_r5,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,4972
SK_Al_6_Jul_A_r5,7a57c9dbd7b24dce9db21f770aa8a31dab53051b,6122
SK_Al_6_Jul_A_r5,e99d1668c1d0134c149b205d148ef407abb3e995,567
SK_Al_6_Jul_A_r5,e294b257e9eaf219586d0deec990b0d66720bb9b,320
SK_Al_6_Jul_A_r5,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,3232
SK_Al_6_Jul_A_r5,9c1b08211a76599faa4a6763b8c564f85d586b36,1969
SK_Al_6_Jul_A_r5,43c50ccbfbcc8a542c69a481e4967592987f6133,1432
SK_Al_6_Jul_A_r5,f1e30f6bee6f562594421f929f343cb2dacd2dee,594
SK_Al_6_Jul_A_r5,d8ed22edb9b4c9c2eccdde41cecb635458209e93,3333
SK_Al_6_Jul_A_r5,dfd790f9b862e6415cbc236cc53b855a976f1714,2426
SK_Al_6_Jul_A_r5,ecedaa3a6ff7757ee381d2cfe14652819c9e843f,2014
SK_Al_6_Jul_A_r5,ea5d4731b60baeec6fb097844ee87a92f197afba,32
SK_Al_6_Jul_A_r5,af55f83e8bc1dae6fd7e3d9c3ce94c1930c87b98,260
SK_Al_6_Jul_A_r5,df7a1a1426dc2c6c721e3f3dab91e4bd375bea8b,1616
SK_Al_6_Jul_A_r5,6f98e637735b187cd156c79b8f022a0bc63d5fc5,64
SK_Al_6_Jul_A_r5,e6d54b5769c871de0324a5036c61f08f6ec4ae54,289
SK_Al_6_Jul_A_r5,c77678ba55303523ebfb97073b6920fb80c7b9db,1324
SK_Al_6_Jul_A_r5,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,1307
SK_Al_6_Jul_A_r5,58f62c44424a119a1d0f5b707d97c27eb50427a0,250
SK_Al_6_Jul_A_r5,c5c110e01d3238ba797770f43ffac61582905881,412
SK_Al_6_Jul_A_r5,4b878acce00f9a3d5cdc1f3344ec325a7dd28784,298
SK_Al_6_Jul_A_r5,5a875fe22da0397c88d64a330e977f8c64d6ab98,867
SK_Al_6_Jul_A_r5,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,304
SK_Al_6_Jul_A_r5,ecbcc3bd709776326a720729ad74c020c160aa3a,86
SK_Al_6_Jul_A_r5,c83a5f3b726a6786746809a9eb59a56251e77fbc,519
SK_Al_6_Jul_A_r5,594149b6431cc346806a92f05275fbfaf2507959,208
SK_Al_6_Jul_A_r5,f25e5a2bcf228cabf78df6466d42e0a454dfb898,235
SK_Al_6_Jul_A_r5,1d0feeb28407e7cc72277f0486ab8cef519630d3,30
SK_Al_6_Jul_A_r5,ae3eb63414d8c1bb606efb9cb03881f29fd8027b,36
SK_Al_6_Jul_A_r5,1c22ea8f147aef723fdd44b69e0ec480603a3073,21
SK_Al_6_Jul_A_r5,3f4e6b388d3ccb17760c90af04d06c65d1e9ae4b,820
SK_Al_6_Jul_A_r5,2d532a421852a0377dbc758ad6085672635fbccf,296
SK_Al_6_Jul_A_r5,54296bbebddfcc0f29b7a7a4c32d61271d864fc1,192
SK_Al_6_Jul_A_r5,a4289b6baaabb9e61beae114c433c65eceac82c0,268
SK_Al_6_Jul_A_r5,7db40ffe9e0d97546c21f0f00f64de9eeb3b7c2d,532
SK_Al_6_Jul_A_r5,d2ccd63eb409e22afe370537feb8790906baeb51,292
SK_Al_6_Jul_A_r5,5ae814f9ecc43cc4e84a6a87c76fac77b3ca4812,265
SK_Al_6_Jul_A_r5,0ce74050b15681edee10bddb3025bd8cb6702457,203
SK_Al_6_Jul_A_r5,237b10c5a4e852622e815af2fe3f7263bd1d59cb,90
SK_Al_6_Jul_A_r5,29a69200b82ebe89aa08a708c06f767acd778488,35
SK_Al_6_Jul_A_r5,1bc9a7231fa778e5ef24cf10a33bff87050f40ca,6
SK_Al_6_Jul_A_r5,fc4729d30a671a662dde3af62b92fbb9ca18a0b4,208
SK_Al_6_Jul_A_r5,1be582f4864bb68faa5cc5f7218171f26c3076b0,210
SK_Al_6_Jul_A_r5,a3fd61e1a1e00f58cc76ede877bfe5c09131a318,199
SK_Al_6_Jul_A_r5,a70bab44796e190d5b81ce48ee3d7b579add02c0,145
SK_Al_6_Jul_A_r5,40854a33df3c8477f132f3b34d9ffb8e4d586f2e,34
SK_Al_6_Jul_A_r5,e03881d91e48d24658613cc74211e416df89a171,5
SK_Al_6_Jul_A_r5,30677fdd501bd823846e03215b0b1fba41cabfa9,112
SK_Al_6_Jul_A_r5,cccf695db35ac9caeedd9e09360089c98e2630c4,132
SK_Al_6_Jul_A_r5,aa2fe8ca3f445f748a2ee6afe96bb2a6d1524d5d,82
SK_Al_6_Jul_A_r5,ac878830e1a33175b38a3d22f827d9c49a1ef2c1,23
SK_Al_6_Jul_A_r5,d21137b6a1acb9f0513ec20b4fb777f3188c446c,20
SK_Al_6_Jul_A_r5,74bd536a982117e99a75e40240e0e3b1b1f81a5c,34
SK_Al_6_Jul_A_r5,0049e31d1f1a7dff27221956e97de26867d2b934,27
SK_Al_6_Jul_A_r5,c5ea84f2e5486141397ee7fb049db29ddaae4c03,195
SK_Al_6_Jul_A_r5,b7eebc972a501f45dc75ca927257bb6f54df7023,218
SK_Al_6_Jul_A_r5,f793be05cf02f6e27bb5e49aa223982352b29749,38
SK_Al_6_Jul_A_r5,96ddb4a301930e1c051919b441ea809bb85dfc5f,257
SK_Al_6_Jul_A_r5,1e1df5e5777613003cb6684e1673a32d4242f8c7,57
SK_Al_6_Jul_A_r5,93b03c51933fb2ae623bf4eaad79f5004c09f7d6,99
SK_Al_6_Jul_A_r5,7b93a01bcc49cf03180ed0e7b4db577665ed53f0,44
SK_Al_6_Jul_A_r5,7edcb3cd12bc6dfa116eb108fb9c9b95527a931e,342
SK_Al_6_Jul_A_r5,a8c12cdde4bd889ee75aedfad680095c8b4b368c,493
SK_Al_6_Jul_A_r5,682fc5616896593ec3f5728c85d74deb9ab1be8f,99
SK_Al_6_Jul_A_r5,5b23bdd74572badafd20d53d8f98fc2d6ae8d5ef,31
SK_Al_6_Jul_A_r5,b57949f2759ef72fe986ab28e641f624ddef6661,18
SK_Al_6_Jul_A_r5,d780125a74a2dff77d702279c705d3515c54dd4f,130
SK_Al_6_Jul_A_r5,2b6e75def41f36c7ad4885d7dc81b06060cf9a3c,14
SK_Al_6_Jul_A_r5,8dfe3276f2396d889a1d727f1e32c11ab587c5da,344
SK_Al_6_Jul_A_r5,113f020772fc8096edf034254a31d6d3354e8193,34
SK_Al_6_Jul_A_r5,58acce8ecd5b71d5a9af5a20e6ff6987d355e040,126
SK_Al_6_Jul_A_r5,ecd0c104bc20e5156f37544beeb7afebb92d5c45,39
SK_Al_6_Jul_A_r5,d8438cab3f6b5c99fb6a77740349082c27830387,337
SK_Al_6_Jul_A_r5,179ce671ea3ef78931776bc68ca1ae15cba6c563,6
SK_Al_6_Jul_A_r5,639e15fedb520667557d6e2ca6d2c4764a1c8bd5,68
SK_Al_6_Jul_A_r5,f904a23e57d6c33ce3d018a8278395838a0d0b19,423
SK_Al_6_Jul_A_r5,a8a5c9ee9eaaca0ff6f89079e63dac935677a658,430
SK_Al_6_Jul_A_r5,8ddd41345b0daef9885f9273c41be7d87ec7f540,164
SK_Al_6_Jul_A_r5,c01fdeadcb2ca6309a8cbcf96f420d223cde2092,44
SK_Al_6_Jul_A_r5,5ea22f56687a136b013ec3af615802753683e996,167
SK_Al_6_Jul_A_r5,d7d4a2efe60f1ad5484c26ccc79e98f95e9f2c0f,271
SK_Al_6_Jul_A_r5,c48f75c3e43e74ce2995ac3dc652e4784f9b52b8,180
SK_Al_6_Jul_A_r5,fabf02ca9a8d42652f8af4e3dd9ed4769144e3ca,88
SK_Al_6_Jul_A_r5,914862cfd38d95e5824c3301b841d4fbabf4fa07,6
SK_Al_6_Jul_A_r5,740e3b9afa4a3eb6c15c39a3c3bb86145468e559,17
SK_Al_6_Jul_A_r5,1ca00a5763384fcd32c2c3d9f663da6dd3e54ee6,237
SK_Al_6_Jul_A_r5,864ce2e80c32516de7e2c63bc515d53ace5a2163,8
SK_Al_6_Jul_A_r5,77105dee40f922e485815bb67f627ec226bae7df,15
SK_Al_6_Jul_A_r5,7501669ff398bc4a7e1ed447052d452579584fba,6
SK_Al_6_Jul_A_r5,cc33ecbcf5983630a3f059fe21248fde963813d4,141
SK_Al_6_Jul_A_r5,ad505fae33afb30b008b05493274a86b90dfb19c,2
SK_Al_6_Jul_A_r5,2a7847b9f5702d6aad1aa8235820aef168a620b8,20
SK_Al_6_Jul_A_r5,b42211434830d027f3a71f33b70e6950388dff6b,171
SK_Al_6_Jul_A_r5,7110d5c19fc342441f20fd813d6072c0f3343f54,185
SK_Al_6_Jul_A_r5,77ea7fa2cfd730bb97e949e2dc52809fcc570311,106
SK_Al_6_Jul_A_r5,030cdede52d1bc407379cf53eb7a3b4a8322a616,65
SK_Al_6_Jul_A_r5,e0bc6d770755b84c9361f0131056a3d59a59fa82,67
SK_Al_6_Jul_A_r5,a3f4654d03aed5d5c33a0ef9287bae7e61107e2d,24
SK_Al_6_Jul_A_r5,1b5c4880a1f73cd2e900e7fca6051f720c9aa1f5,154
SK_Al_6_Jul_A_r5,eb2836b7bee247fb8e3fade0b8122212ab61a1da,27
SK_Al_6_Jul_A_r5,552b4d07a053c301ddb6f96e216ba9dce76470c5,24
SK_Al_6_Jul_A_r5,8a6f9b9695ad2f38989d71699b032aa2763854b7,68
SK_Al_6_Jul_A_r5,fb98e9362125359e34e106af8c155ae2df96ace4,59
SK_Al_6_Jul_A_r5,b225bfcea8b5202dd0df2f78d413de25b8be5d77,12
SK_Al_6_Jul_A_r5,2aeeebaefb74325d3939eb2cab0b086526e2e812,29
SK_Al_6_Jul_A_r5,16a4267edaf1106f04b08cda0847671c89e1efab,24
SK_Al_6_Jul_A_r5,65f34abe7b2b761c4ef0ad75b8e1ee48d3638e43,12
SK_Al_6_Jul_A_r5,8b960ace7801d413551c19e3b1ddc96a8e8029a8,44
SK_Al_6_Jul_A_r5,83bb4501ec5034ae15805c20646880e5761603ff,61
SK_Al_6_Jul_A_r5,2a609068fd7ef98fb6e9b20fe1312eaf5b0a75da,59
SK_Al_6_Jul_A_r5,8153e8b3f7a86fefe66cb3c29941aa3308bcf169,25
SK_Al_6_Jul_A_r5,a317bd34a71d0d044789b4d0b6c5085c3dc0b835,15
SK_Al_6_Jul_A_r5,a23637a6df94cb7531fcfb53f3ba9e02aec13000,12
SK_Al_6_Jul_A_r5,aa95cfda1fec3b5fe71cb3c76e250e1ffb7e6787,15
SK_Al_6_Jul_A_r5,463ce7d8a0e1e2268bbea062ebe130e861b6400b,5
SK_Al_6_Jul_A_r5,a753b2b5cce619409a32509b3ee9018af994893a,35
SK_Al_6_Jul_A_r5,d06ea7b265d44f9ddb0602f15a59d7bdbbc73b0f,15
SK_Al_6_Jul_A_r5,326cb2cb394af3a43bdc20805ea527fcea1fc166,19
SK_Al_6_Jul_A_r5,aae43bea5d4ec5cfff8a02add382ae245a813277,12
SK_Al_6_Jul_A_r5,92ec44ae206ecd229a438ac4280d13c54ab396af,11
SK_Al_6_Jul_A_r5,d8bb6583f3cc11c8bb9d6dcb51a2e1124c4d583f,12
SK_Al_6_Jul_A_r5,4982c0bf4bc1635060624fa6ecfeb91001a4c648,8
SK_Al_6_Jul_A_r5,a5cce759a4ab4de7c5d1f6c6a5272930988cf99d,7
SK_Al_6_Jul_A_r5,03c61cda90505cd3a7c4695fee8cafc465803cac,7
SK_Al_6_Jul_A_r5,6085da5c12fe2f3da327427002f7e122cdc71139,5
SK_Al_6_Jul_A_r5,98481219876fe60d50c38fd164e18d9f2350c77b,4
SK_Al_6_Jul_A_r5,e96e7f9ecdc670584f669e02b0f71214aaf38091,3
SK_Al_6_Jul_A_r5,701de5496b24ad78edb3fb8d54d294fb325285af,2
SK_Al_6_Jul_A_r5,7231f2286643f9fd6c827eba9f31ab0131311504,9
SK_Al_6_Jul_A_r5,ff61fd4017cb0d03677e92adbf6df889ff0ad710,5
SK_Al_6_Jul_A_r5,ffec78c28e5c15b6df4772402444dc42dde02349,5
SK_Al_6_Jul_A_r5,4f62c40f5d6b02a9249aea1424f65d84f35cb670,2
SK_Al_6_Jul_A_r5,b6740ed67ad1b1cb970f7d71c87b8e8b03e60649,4
SK_Al_6_Jul_B_r5,11a112ced1c85e620f6d97d82281a1bb58614e67,718
SK_Al_6_Jul_B_r5,8a1c9da427aa6f155aaa44acd2708f79db93e1d1,28472
SK_Al_6_Jul_B_r5,8da6a90264f11ade3077e3ec214bc9995e17e14c,150
SK_Al_6_Jul_B_r5,bc6b1aeae602820e9af67763214c3b38c6d34f7c,19133
SK_Al_6_Jul_B_r5,3716ec47a8a97109791958586e9248bd6dbf10d2,1569
SK_Al_6_Jul_B_r5,b3b7552ad4cb087f2533f45f05c840503002203e,309
SK_Al_6_Jul_B_r5,c54bc989c316d1c02e3e8bf6e807f5a7d7541b60,8352
SK_Al_6_Jul_B_r5,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,387
SK_Al_6_Jul_B_r5,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,805
SK_Al_6_Jul_B_r5,7a57c9dbd7b24dce9db21f770aa8a31dab53051b,5928
SK_Al_6_Jul_B_r5,e99d1668c1d0134c149b205d148ef407abb3e995,138
SK_Al_6_Jul_B_r5,e294b257e9eaf219586d0deec990b0d66720bb9b,193
SK_Al_6_Jul_B_r5,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,4897
SK_Al_6_Jul_B_r5,9c1b08211a76599faa4a6763b8c564f85d586b36,4637
SK_Al_6_Jul_B_r5,43c50ccbfbcc8a542c69a481e4967592987f6133,3712
SK_Al_6_Jul_B_r5,f1e30f6bee6f562594421f929f343cb2dacd2dee,1291
SK_Al_6_Jul_B_r5,d8ed22edb9b4c9c2eccdde41cecb635458209e93,254
SK_Al_6_Jul_B_r5,dfd790f9b862e6415cbc236cc53b855a976f1714,1850
SK_Al_6_Jul_B_r5,ecedaa3a6ff7757ee381d2cfe14652819c9e843f,1075
SK_Al_6_Jul_B_r5,af55f83e8bc1dae6fd7e3d9c3ce94c1930c87b98,2255
SK_Al_6_Jul_B_r5,df7a1a1426dc2c6c721e3f3dab91e4bd375bea8b,1665
SK_Al_6_Jul_B_r5,e6d54b5769c871de0324a5036c61f08f6ec4ae54,1407
SK_Al_6_Jul_B_r5,c77678ba55303523ebfb97073b6920fb80c7b9db,20
SK_Al_6_Jul_B_r5,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,1868
SK_Al_6_Jul_B_r5,58f62c44424a119a1d0f5b707d97c27eb50427a0,12
SK_Al_6_Jul_B_r5,4b878acce00f9a3d5cdc1f3344ec325a7dd28784,372
SK_Al_6_Jul_B_r5,5a875fe22da0397c88d64a330e977f8c64d6ab98,1926
SK_Al_6_Jul_B_r5,94226c24e7e007ecc8810dbf0f907b3491a1621d,500
SK_Al_6_Jul_B_r5,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,520
SK_Al_6_Jul_B_r5,29a25f59c9ab313dba122a19685cb555355f2415,1647
SK_Al_6_Jul_B_r5,ecbcc3bd709776326a720729ad74c020c160aa3a,126
SK_Al_6_Jul_B_r5,d525996b1ef1fc40898a04f7e01fa150185967e8,918
SK_Al_6_Jul_B_r5,c83a5f3b726a6786746809a9eb59a56251e77fbc,428
SK_Al_6_Jul_B_r5,f25e5a2bcf228cabf78df6466d42e0a454dfb898,244
SK_Al_6_Jul_B_r5,1d0feeb28407e7cc72277f0486ab8cef519630d3,22
SK_Al_6_Jul_B_r5,2d532a421852a0377dbc758ad6085672635fbccf,215
SK_Al_6_Jul_B_r5,54296bbebddfcc0f29b7a7a4c32d61271d864fc1,266
SK_Al_6_Jul_B_r5,d2ccd63eb409e22afe370537feb8790906baeb51,401
SK_Al_6_Jul_B_r5,7857c0861b5605350e6f69cadc59968e05d0d17f,2372
SK_Al_6_Jul_B_r5,5ae814f9ecc43cc4e84a6a87c76fac77b3ca4812,158
SK_Al_6_Jul_B_r5,0ce74050b15681edee10bddb3025bd8cb6702457,53
SK_Al_6_Jul_B_r5,237b10c5a4e852622e815af2fe3f7263bd1d59cb,117
SK_Al_6_Jul_B_r5,1bc9a7231fa778e5ef24cf10a33bff87050f40ca,1621
SK_Al_6_Jul_B_r5,fc4729d30a671a662dde3af62b92fbb9ca18a0b4,93
SK_Al_6_Jul_B_r5,538fbab596ea3b9b760259c4487d6aa0c4be3b2b,433
SK_Al_6_Jul_B_r5,dcce8faf157b176b69823ebb318ef18783852292,26
SK_Al_6_Jul_B_r5,e03881d91e48d24658613cc74211e416df89a171,10
SK_Al_6_Jul_B_r5,30677fdd501bd823846e03215b0b1fba41cabfa9,25
SK_Al_6_Jul_B_r5,cccf695db35ac9caeedd9e09360089c98e2630c4,15
SK_Al_6_Jul_B_r5,aa2fe8ca3f445f748a2ee6afe96bb2a6d1524d5d,78
SK_Al_6_Jul_B_r5,1312bdd0786ce1e096ed5b09e24c13d83740b0e0,133
SK_Al_6_Jul_B_r5,74bd536a982117e99a75e40240e0e3b1b1f81a5c,20
SK_Al_6_Jul_B_r5,b5323475428fda2b0801fbb94df030743a96d0d1,128
SK_Al_6_Jul_B_r5,24355cec8ea527e7ec988d2e95ce8aed33c3d1d7,168
SK_Al_6_Jul_B_r5,2e6a8f624626f91cbaeaf8c9e99afbf40432004b,529
SK_Al_6_Jul_B_r5,c5ea84f2e5486141397ee7fb049db29ddaae4c03,597
SK_Al_6_Jul_B_r5,c4a97159c2a9851bfb0805963619d341844ab88b,200
SK_Al_6_Jul_B_r5,b7eebc972a501f45dc75ca927257bb6f54df7023,421
SK_Al_6_Jul_B_r5,9d7d00cafd683aba8b180cef2841b6d13879d622,88
SK_Al_6_Jul_B_r5,f793be05cf02f6e27bb5e49aa223982352b29749,320
SK_Al_6_Jul_B_r5,96ddb4a301930e1c051919b441ea809bb85dfc5f,137
SK_Al_6_Jul_B_r5,1e1df5e5777613003cb6684e1673a32d4242f8c7,424
SK_Al_6_Jul_B_r5,3bd102092cf271a7c30088a5026020b63286429c,19
SK_Al_6_Jul_B_r5,93b03c51933fb2ae623bf4eaad79f5004c09f7d6,78
SK_Al_6_Jul_B_r5,7b93a01bcc49cf03180ed0e7b4db577665ed53f0,52
SK_Al_6_Jul_B_r5,93e28119be967e2932f453bc45374483a7d2c7d0,513
SK_Al_6_Jul_B_r5,682fc5616896593ec3f5728c85d74deb9ab1be8f,49
SK_Al_6_Jul_B_r5,687db222f08597d8b9d90814cc5f8356326d1a72,15
SK_Al_6_Jul_B_r5,e7301b91c98d569de3831971f5a27154b0771cf8,52
SK_Al_6_Jul_B_r5,5b23bdd74572badafd20d53d8f98fc2d6ae8d5ef,71
SK_Al_6_Jul_B_r5,4c9ddb08e45bf566bec3a51881ac857895ed3635,246
SK_Al_6_Jul_B_r5,d780125a74a2dff77d702279c705d3515c54dd4f,114
SK_Al_6_Jul_B_r5,8dfe3276f2396d889a1d727f1e32c11ab587c5da,201
SK_Al_6_Jul_B_r5,113f020772fc8096edf034254a31d6d3354e8193,64
SK_Al_6_Jul_B_r5,baa7674925960be46ac2381a8d9d02cf788a1f0e,118
SK_Al_6_Jul_B_r5,6c6bb62e0f6f22265e9defe39bdc7ec053a0417f,14
SK_Al_6_Jul_B_r5,58acce8ecd5b71d5a9af5a20e6ff6987d355e040,109
SK_Al_6_Jul_B_r5,416cd3c509c24460bbaba8f96bc67c672de2bc08,374
SK_Al_6_Jul_B_r5,639e15fedb520667557d6e2ca6d2c4764a1c8bd5,7
SK_Al_6_Jul_B_r5,58f89e54309da583f5da3f09d21e642964289812,384
SK_Al_6_Jul_B_r5,137732f35956236f8bc6086c9ac1eb33bbbd54ea,73
SK_Al_6_Jul_B_r5,83463488e688f66fa7564a6bd05910618bb4c79f,338
SK_Al_6_Jul_B_r5,7fcae94711ce0905b3953c407293f25203dcbf8d,12
SK_Al_6_Jul_B_r5,4d31bb204ac9f233e154656cbc5e4aed81ff3cfd,278
SK_Al_6_Jul_B_r5,21ad8b1cf7d081ab2293e3fb6fe4bc5b45171eb2,186
SK_Al_6_Jul_B_r5,96cc306f4d1cd8a05682dd81a9007d884d8e9ceb,198
SK_Al_6_Jul_B_r5,fabf02ca9a8d42652f8af4e3dd9ed4769144e3ca,64
SK_Al_6_Jul_B_r5,05180edd467c2a7db2353f68a11f8552eb0685d1,261
SK_Al_6_Jul_B_r5,5177f8d425aec0bc11eda20f2430cfc170feeea7,259
SK_Al_6_Jul_B_r5,dfd1f51d354df9521e7924aac5e756f7553bdd93,160
SK_Al_6_Jul_B_r5,93b90ec9a2bee72e8412d699b766433236d6ce5f,247
SK_Al_6_Jul_B_r5,77105dee40f922e485815bb67f627ec226bae7df,61
SK_Al_6_Jul_B_r5,c7792d263700ed3d22a61d661139e90be19fa553,181
SK_Al_6_Jul_B_r5,1ca41929c18585abafe195d0845336efd24fac8d,207
SK_Al_6_Jul_B_r5,ad505fae33afb30b008b05493274a86b90dfb19c,155
SK_Al_6_Jul_B_r5,93f2ed22324288ed2760daa7097a3c65ae236317,113
SK_Al_6_Jul_B_r5,b6f8d20d31ddb7eab9567de0bf46e42749b3897b,111
SK_Al_6_Jul_B_r5,1426b3314ede1a117f30176ee682ab803e41d15d,106
SK_Al_6_Jul_B_r5,6e76fa212846ec86f953a2644c76edf667d5e736,194
SK_Al_6_Jul_B_r5,2bc4fd84c7dda4aa5414492da3dc0d4fbf93ce52,103
SK_Al_6_Jul_B_r5,fc0d1e119ebe3cff3a37cab5cdeafd3365997437,101
SK_Al_6_Jul_B_r5,e0bc6d770755b84c9361f0131056a3d59a59fa82,45
SK_Al_6_Jul_B_r5,eb2836b7bee247fb8e3fade0b8122212ab61a1da,10
SK_Al_6_Jul_B_r5,15f05bad088e4668228185c62574e2f71c7d9d13,86
SK_Al_6_Jul_B_r5,20968cbb229ca2755f7d4088502cba808332b3a2,127
SK_Al_6_Jul_B_r5,89ff32d75d866c0abb35e44a4b0fa6b0c3a8ddf5,11
SK_Al_6_Jul_B_r5,fd024c5e8d2e92d13f800428fc005d1874db2860,111
SK_Al_6_Jul_B_r5,4db7fc5cafa31f3cd393e04977faead7e2eec40e,111
SK_Al_6_Jul_B_r5,e77fa4c20fbf36d778353404f95a79cbed243fd5,122
SK_Al_6_Jul_B_r5,56fcfe6a3a6c3701885fc2e8a60a17cf22565db0,59
SK_Al_6_Jul_B_r5,5f12ee7736ea68836750f2bde4644fef2384c581,123
SK_Al_6_Jul_B_r5,9baa2301f868625c7fa79adb5e8d31d4789f2962,58
SK_Al_6_Jul_B_r5,1f82276937907e5c137388f319f6be489d902eff,9
SK_Al_6_Jul_B_r5,0792a5deca31e70e00cd827f2ef6f99e05a8643e,42
SK_Al_6_Jul_B_r5,363c0db266a3b5d7676b9f9bad18acfe4e951fd0,19
SK_Al_6_Jul_B_r5,5c91ff07b69c572020bbd3e57feeefcd8672d6bf,10
SK_Al_6_Jul_B_r5,d00d3a5453104bb7cbd2b4955c406d0d904ba38f,4
SK_Al_6_Jul_B_r5,aa95cfda1fec3b5fe71cb3c76e250e1ffb7e6787,12
SK_Al_6_Jul_B_r5,4a63795e09f66a284965d0e0fbdb27372a4bcb1f,10
SK_Al_6_Jul_B_r5,463ce7d8a0e1e2268bbea062ebe130e861b6400b,13
SK_Al_6_Jul_B_r5,b8d67a7874f0a5c395e78cdae43749f5af4ea92b,6
SK_Al_6_Jul_B_r5,3446cf03b83dd59cb193829b9c4b5a588474ee97,14
SK_Al_6_Jul_B_r5,f9e66dbafce2aeb72fd925065eb059a01a1f3a5b,20
SK_Al_6_Jul_B_r5,b76fe3ac07d315662bcd29512e243160c56dff92,38
SK_Al_6_Jul_B_r5,60b5b5ab801910d9b6cfa657756b27b4f914ade6,17
SK_Al_6_Jul_B_r5,5f52aec18c0ff3c82f097b915d95dbad063fcc55,17
SK_Al_6_Jul_B_r5,d18a9be20e7f679b3a13ab11abffb6de28a71fbe,17
SK_Al_6_Jul_B_r5,91068b80200874538cab1413f7fe79125303a239,7
SK_Al_6_Jul_B_r5,415db5137b96a0496f28133b43b7b3f46bb847e2,19
SK_Al_6_Jul_B_r5,d0bc8df7b268958fec46bb548be4f13421f53391,4
SK_Al_6_Jul_B_r5,d6d010aaf53d8d2aa4608cd63d05147544d81397,26
SK_Al_6_Jul_B_r5,8c20a0dde220f0c381d9a18bdd31d939721b2d57,13
SK_Al_6_Jul_B_r5,7c9cbc0c00a6194ba350d2ed3d09ae2dfce78d46,13
SK_Al_6_Jul_B_r5,fe621ebe8db62d7c61d7ac1a002ea0db8ea08434,4
SK_Al_6_Jul_B_r5,c4739d154218af6c2b05669f77430802b8cfc1e9,12
SK_Al_6_Jul_B_r5,a9069abd86779b20dfae6c077bb8d38728dcb26c,16
SK_Al_6_Jul_B_r5,03931cd9a613ce9f9700284183d7cd4e8deee594,3
